LAUS Code,State,County,County Name/State Abbreviation,Period,Force,Employed,Unemployed,(%)
CN0512300000000,05,123,"St. Francis County, AR",Nov-21,7538,7224,314,4.20000000
CN0512500000000,05,125,"Saline County, AR",Nov-21,58393,57227,1166,2.00000000
CN0512700000000,05,127,"Scott County, AR",Nov-21,4170,4088,82,2.00000000
CN0512900000000,05,129,"Searcy County, AR",Nov-21,2874,2792,82,2.90000000
CN0513100000000,05,131,"Sebastian County, AR",Nov-21,54378,53110,1268,2.30000000
CN0513300000000,05,133,"Sevier County, AR",Nov-21,5305,5157,148,2.80000000
CN0513500000000,05,135,"Sharp County, AR",Nov-21,5592,5423,169,3.00000000
CN0513700000000,05,137,"Stone County, AR",Nov-21,4418,4283,135,3.10000000
CN0513900000000,05,139,"Union County, AR",Nov-21,14815,14174,641,4.30000000
CN0514100000000,05,141,"Van Buren County, AR",Nov-21,5745,5572,173,3.00000000
CN0514300000000,05,143,"Washington County, AR",Nov-21,127952,125706,2246,1.80000000
CN0514500000000,05,145,"White County, AR",Nov-21,33863,32997,866,2.60000000
CN0514700000000,05,147,"Woodruff County, AR",Nov-21,2770,2682,88,3.20000000
CN0514900000000,05,149,"Yell County, AR",Nov-21,7811,7610,201,2.60000000
CN0600100000000,06,001,"Alameda County, CA",Nov-21,818946,784398,34548,4.20000000
CN0600300000000,06,003,"Alpine County, CA",Nov-21,465,436,29,6.20000000
CN0600500000000,06,005,"Amador County, CA",Nov-21,14412,13655,757,5.30000000
CN0600700000000,06,007,"Butte County, CA",Nov-21,92737,88170,4567,4.90000000
CN0600900000000,06,009,"Calaveras County, CA",Nov-21,21394,20496,898,4.20000000
CN0601100000000,06,011,"Colusa County, CA",Nov-21,10765,9656,1109,10.30000000
CN0601300000000,06,013,"Contra Costa County, CA",Nov-21,548376,523626,24750,4.50000000
CN0601500000000,06,015,"Del Norte County, CA",Nov-21,9204,8678,526,5.70000000
CN0601700000000,06,017,"El Dorado County, CA",Nov-21,91941,88166,3775,4.10000000
CN0601900000000,06,019,"Fresno County, CA",Nov-21,444030,412517,31513,7.10000000
CN0602100000000,06,021,"Glenn County, CA",Nov-21,12463,11819,644,5.20000000
CN0602300000000,06,023,"Humboldt County, CA",Nov-21,59839,57204,2635,4.40000000
CN0602500000000,06,025,"Imperial County, CA",Nov-21,69827,59285,10542,15.10000000
CN0602700000000,06,027,"Inyo County, CA",Nov-21,8280,7927,353,4.30000000
CN0602900000000,06,029,"Kern County, CA",Nov-21,387242,358542,28700,7.40000000
CN0603100000000,06,031,"Kings County, CA",Nov-21,55676,51577,4099,7.40000000
CN0603300000000,06,033,"Lake County, CA",Nov-21,27707,26041,1666,6.00000000
CN0603500000000,06,035,"Lassen County, CA",Nov-21,9096,8716,380,4.20000000
CN0603700000000,06,037,"Los Angeles County, CA",Nov-21,5044623,4720492,324131,6.40000000
CN0603900000000,06,039,"Madera County, CA",Nov-21,61284,57140,4144,6.80000000
CN0604100000000,06,041,"Marin County, CA",Nov-21,131036,127099,3937,3.00000000
CN0604300000000,06,043,"Mariposa County, CA",Nov-21,6851,6458,393,5.70000000
CN0604500000000,06,045,"Mendocino County, CA",Nov-21,37143,35409,1734,4.70000000
CN0604700000000,06,047,"Merced County, CA",Nov-21,115369,106512,8857,7.70000000
CN0604900000000,06,049,"Modoc County, CA",Nov-21,3179,3022,157,4.90000000
CN0605100000000,06,051,"Mono County, CA",Nov-21,8322,7915,407,4.90000000
CN0605300000000,06,053,"Monterey County, CA",Nov-21,211826,199750,12076,5.70000000
CN0605500000000,06,055,"Napa County, CA",Nov-21,67640,64783,2857,4.20000000
CN0605700000000,06,057,"Nevada County, CA",Nov-21,47087,45184,1903,4.00000000
CN0605900000000,06,059,"Orange County, CA",Nov-21,1572253,1507915,64338,4.10000000
CN0606100000000,06,061,"Placer County, CA",Nov-21,189936,183324,6612,3.50000000
CN0606300000000,06,063,"Plumas County, CA",Nov-21,6879,6354,525,7.60000000
CN0606500000000,06,065,"Riverside County, CA",Nov-21,1149997,1088872,61125,5.30000000
CN0606700000000,06,067,"Sacramento County, CA",Nov-21,718131,681463,36668,5.10000000
CN0606900000000,06,069,"San Benito County, CA",Nov-21,32263,30545,1718,5.30000000
CN0607100000000,06,071,"San Bernardino County, CA",Nov-21,1006215,951758,54457,5.40000000
CN0607300000000,06,073,"San Diego County, CA",Nov-21,1575096,1504079,71017,4.50000000
CN0607500000000,06,075,"San Francisco County/city, CA",Nov-21,559022,540336,18686,3.30000000
CN0607700000000,06,077,"San Joaquin County, CA",Nov-21,334165,312365,21800,6.50000000
CN0607900000000,06,079,"San Luis Obispo County, CA",Nov-21,139177,134358,4819,3.50000000
CN0608100000000,06,081,"San Mateo County, CA",Nov-21,442313,428858,13455,3.00000000
CN0608300000000,06,083,"Santa Barbara County, CA",Nov-21,221252,212653,8599,3.90000000
CN0608500000000,06,085,"Santa Clara County, CA",Nov-21,1029979,997461,32518,3.20000000
CN0608700000000,06,087,"Santa Cruz County, CA",Nov-21,134151,127584,6567,4.90000000
CN0608900000000,06,089,"Shasta County, CA",Nov-21,73200,69505,3695,5.00000000
CN0609100000000,06,091,"Sierra County, CA",Nov-21,1295,1238,57,4.40000000
CN0609300000000,06,093,"Siskiyou County, CA",Nov-21,16614,15628,986,5.90000000
CN0609500000000,06,095,"Solano County, CA",Nov-21,200848,189849,10999,5.50000000
CN0609700000000,06,097,"Sonoma County, CA",Nov-21,244301,235089,9212,3.80000000
CN0609900000000,06,099,"Stanislaus County, CA",Nov-21,240177,225148,15029,6.30000000
CN0610100000000,06,101,"Sutter County, CA",Nov-21,45187,42093,3094,6.80000000
CN0610300000000,06,103,"Tehama County, CA",Nov-21,25383,24039,1344,5.30000000
CN0610500000000,06,105,"Trinity County, CA",Nov-21,4373,4165,208,4.80000000
CN0610700000000,06,107,"Tulare County, CA",Nov-21,203453,186861,16592,8.20000000
CN0610900000000,06,109,"Tuolumne County, CA",Nov-21,20083,19030,1053,5.20000000
CN0611100000000,06,111,"Ventura County, CA",Nov-21,406379,388020,18359,4.50000000
CN0611300000000,06,113,"Yolo County, CA",Nov-21,106348,101786,4562,4.30000000
CN0611500000000,06,115,"Yuba County, CA",Nov-21,31032,29075,1957,6.30000000
CN0800100000000,08,001,"Adams County, CO",Nov-21,278801,265908,12893,4.60000000
CN0800300000000,08,003,"Alamosa County, CO",Nov-21,8729,8386,343,3.90000000
CN0800500000000,08,005,"Arapahoe County, CO",Nov-21,371159,355399,15760,4.20000000
CN0800700000000,08,007,"Archuleta County, CO",Nov-21,7412,7142,270,3.60000000
CN0800900000000,08,009,"Baca County, CO",Nov-21,2132,2094,38,1.80000000
CN0801100000000,08,011,"Bent County, CO",Nov-21,1870,1783,87,4.70000000
CN0801300000000,08,013,"Boulder County, CO",Nov-21,199137,193065,6072,3.00000000
CN0801400000000,08,014,"Broomfield County/city, CO",Nov-21,41706,40374,1332,3.20000000
CN0801500000000,08,015,"Chaffee County, CO",Nov-21,10359,10051,308,3.00000000
CN0801700000000,08,017,"Cheyenne County, CO",Nov-21,1112,1091,21,1.90000000
CN0801900000000,08,019,"Clear Creek County, CO",Nov-21,6090,5843,247,4.10000000
CN0802100000000,08,021,"Conejos County, CO",Nov-21,4171,4031,140,3.40000000
CN0802300000000,08,023,"Costilla County, CO",Nov-21,1900,1815,85,4.50000000
CN0802500000000,08,025,"Crowley County, CO",Nov-21,1482,1421,61,4.10000000
CN0802700000000,08,027,"Custer County, CO",Nov-21,2346,2272,74,3.20000000
CN0802900000000,08,029,"Delta County, CO",Nov-21,14276,13714,562,3.90000000
CN0803100000000,08,031,"Denver County/city, CO",Nov-21,431732,413079,18653,4.30000000
CN0803300000000,08,033,"Dolores County, CO",Nov-21,1194,1148,46,3.90000000
CN0803500000000,08,035,"Douglas County, CO",Nov-21,203782,197778,6004,2.90000000
CN0803700000000,08,037,"Eagle County, CO",Nov-21,35581,34325,1256,3.50000000
CN0803900000000,08,039,"Elbert County, CO",Nov-21,15660,15216,444,2.80000000
CN0804100000000,08,041,"El Paso County, CO",Nov-21,352681,338051,14630,4.10000000
CN0804300000000,08,043,"Fremont County, CO",Nov-21,15930,15077,853,5.40000000
CN0804500000000,08,045,"Garfield County, CO",Nov-21,31651,30552,1099,3.50000000
CN0804700000000,08,047,"Gilpin County, CO",Nov-21,3909,3742,167,4.30000000
CN0804900000000,08,049,"Grand County, CO",Nov-21,9319,9033,286,3.10000000
CN0805100000000,08,051,"Gunnison County, CO",Nov-21,11543,11215,328,2.80000000
CN0805300000000,08,053,"Hinsdale County, CO",Nov-21,413,401,12,2.90000000
CN0805500000000,08,055,"Huerfano County, CO",Nov-21,2644,2476,168,6.40000000
CN0805700000000,08,057,"Jackson County, CO",Nov-21,963,939,24,2.50000000
CN0805900000000,08,059,"Jefferson County, CO",Nov-21,338199,325945,12254,3.60000000
CN0806100000000,08,061,"Kiowa County, CO",Nov-21,913,891,22,2.40000000
CN0806300000000,08,063,"Kit Carson County, CO",Nov-21,4212,4110,102,2.40000000
CN0806500000000,08,065,"Lake County, CO",Nov-21,5034,4865,169,3.40000000
CN0806700000000,08,067,"La Plata County, CO",Nov-21,32096,30932,1164,3.60000000
CN0806900000000,08,069,"Larimer County, CO",Nov-21,209056,202138,6918,3.30000000
CN0807100000000,08,071,"Las Animas County, CO",Nov-21,6576,6236,340,5.20000000
CN0807300000000,08,073,"Lincoln County, CO",Nov-21,2348,2276,72,3.10000000
CN0807500000000,08,075,"Logan County, CO",Nov-21,11166,10813,353,3.20000000
CN0807700000000,08,077,"Mesa County, CO",Nov-21,78215,75009,3206,4.10000000
CN0807900000000,08,079,"Mineral County, CO",Nov-21,416,401,15,3.60000000
CN0808100000000,08,081,"Moffat County, CO",Nov-21,7263,7016,247,3.40000000
CN0808300000000,08,083,"Montezuma County, CO",Nov-21,13536,12993,543,4.00000000
CN0808500000000,08,085,"Montrose County, CO",Nov-21,22814,21984,830,3.60000000
CN0808700000000,08,087,"Morgan County, CO",Nov-21,16275,15680,595,3.70000000
CN0808900000000,08,089,"Otero County, CO",Nov-21,8401,8008,393,4.70000000
CN0809100000000,08,091,"Ouray County, CO",Nov-21,2718,2627,91,3.30000000
CN0809300000000,08,093,"Park County, CO",Nov-21,11446,11105,341,3.00000000
CN0809500000000,08,095,"Phillips County, CO",Nov-21,2472,2418,54,2.20000000
CN0809700000000,08,097,"Pitkin County, CO",Nov-21,11054,10473,581,5.30000000
CN0809900000000,08,099,"Prowers County, CO",Nov-21,6332,6123,209,3.30000000
CN0810100000000,08,101,"Pueblo County, CO",Nov-21,78042,73323,4719,6.00000000
CN0810300000000,08,103,"Rio Blanco County, CO",Nov-21,2939,2810,129,4.40000000
CN0810500000000,08,105,"Rio Grande County, CO",Nov-21,5448,5167,281,5.20000000
CN0810700000000,08,107,"Routt County, CO",Nov-21,15951,15435,516,3.20000000
CN0810900000000,08,109,"Saguache County, CO",Nov-21,3491,3337,154,4.40000000
CN0811100000000,08,111,"San Juan County, CO",Nov-21,539,523,16,3.00000000
CN0811300000000,08,113,"San Miguel County, CO",Nov-21,5575,5290,285,5.10000000
CN0811500000000,08,115,"Sedgwick County, CO",Nov-21,1165,1129,36,3.10000000
CN0811700000000,08,117,"Summit County, CO",Nov-21,22998,22342,656,2.90000000
CN0811900000000,08,119,"Teller County, CO",Nov-21,13199,12720,479,3.60000000
CN0812100000000,08,121,"Washington County, CO",Nov-21,2802,2729,73,2.60000000
CN0812300000000,08,123,"Weld County, CO",Nov-21,166758,159847,6911,4.10000000
CN0812500000000,08,125,"Yuma County, CO",Nov-21,5582,5456,126,2.30000000
CN0900100000000,09,001,"Fairfield County, CT",Nov-21,468468,448706,19762,4.20000000
CN0900300000000,09,003,"Hartford County, CT",Nov-21,472813,451287,21526,4.60000000
CN0900500000000,09,005,"Litchfield County, CT",Nov-21,102079,98254,3825,3.70000000
CN0900700000000,09,007,"Middlesex County, CT",Nov-21,92240,89032,3208,3.50000000
CN0900900000000,09,009,"New Haven County, CT",Nov-21,459570,438348,21222,4.60000000
CN0901100000000,09,011,"New London County, CT",Nov-21,129716,123493,6223,4.80000000
CN0901300000000,09,013,"Tolland County, CT",Nov-21,85046,81953,3093,3.60000000
CN0901500000000,09,015,"Windham County, CT",Nov-21,62260,59607,2653,4.30000000
CN1000100000000,10,001,"Kent County, DE",Nov-21,81330,77622,3708,4.60000000
CN1000300000000,10,003,"New Castle County, DE",Nov-21,305689,293413,12276,4.00000000
CN1000500000000,10,005,"Sussex County, DE",Nov-21,110809,106606,4203,3.80000000
CN1100100000000,11,001,District of Columbia,Nov-21,383699,360212,23487,6.10000000
CN1200100000000,12,001,"Alachua County, FL",Nov-21,140855,137109,3746,2.70000000
CN1200300000000,12,003,"Baker County, FL",Nov-21,12267,11918,349,2.80000000
CN1200500000000,12,005,"Bay County, FL",Nov-21,85370,82932,2438,2.90000000
CN1200700000000,12,007,"Bradford County, FL",Nov-21,10953,10590,363,3.30000000
CN1200900000000,12,009,"Brevard County, FL",Nov-21,291698,283071,8627,3.00000000
CN1201100000000,12,011,"Broward County, FL",Nov-21,1040443,1004285,36158,3.50000000
CN1201300000000,12,013,"Calhoun County, FL",Nov-21,4830,4666,164,3.40000000
CN1201500000000,12,015,"Charlotte County, FL",Nov-21,74099,71622,2477,3.30000000
CN1201700000000,12,017,"Citrus County, FL",Nov-21,47019,44995,2024,4.30000000
CN1201900000000,12,019,"Clay County, FL",Nov-21,109439,106619,2820,2.60000000
CN1202100000000,12,021,"Collier County, FL",Nov-21,183987,179136,4851,2.60000000
CN1202300000000,12,023,"Columbia County, FL",Nov-21,29366,28359,1007,3.40000000
CN1202700000000,12,027,"DeSoto County, FL",Nov-21,14453,14042,411,2.80000000
CN1202900000000,12,029,"Dixie County, FL",Nov-21,5891,5695,196,3.30000000
CN1203100000000,12,031,"Duval County, FL",Nov-21,498415,482071,16344,3.30000000
CN1203300000000,12,033,"Escambia County, FL",Nov-21,147187,142270,4917,3.30000000
CN1203500000000,12,035,"Flagler County, FL",Nov-21,48810,47100,1710,3.50000000
CN1203700000000,12,037,"Franklin County, FL",Nov-21,4604,4467,137,3.00000000
CN1203900000000,12,039,"Gadsden County, FL",Nov-21,19848,19027,821,4.10000000
CN1204100000000,12,041,"Gilchrist County, FL",Nov-21,7349,7146,203,2.80000000
CN1204300000000,12,043,"Glades County, FL",Nov-21,5249,5096,153,2.90000000
CN1204500000000,12,045,"Gulf County, FL",Nov-21,5240,5100,140,2.70000000
CN1204700000000,12,047,"Hamilton County, FL",Nov-21,4149,3959,190,4.60000000
CN1204900000000,12,049,"Hardee County, FL",Nov-21,8915,8611,304,3.40000000
CN1205100000000,12,051,"Hendry County, FL",Nov-21,15888,15129,759,4.80000000
CN1205300000000,12,053,"Hernando County, FL",Nov-21,73989,71177,2812,3.80000000
CN1205500000000,12,055,"Highlands County, FL",Nov-21,34736,33194,1542,4.40000000
CN1205700000000,12,057,"Hillsborough County, FL",Nov-21,777313,753407,23906,3.10000000
CN1205900000000,12,059,"Holmes County, FL",Nov-21,6933,6721,212,3.10000000
CN1206100000000,12,061,"Indian River County, FL",Nov-21,65563,63255,2308,3.50000000
CN1206300000000,12,063,"Jackson County, FL",Nov-21,17161,16601,560,3.30000000
CN1206500000000,12,065,"Jefferson County, FL",Nov-21,5674,5485,189,3.30000000
CN1206700000000,12,067,"Lafayette County, FL",Nov-21,2756,2670,86,3.10000000
CN1206900000000,12,069,"Lake County, FL",Nov-21,163814,158206,5608,3.40000000
CN1207100000000,12,071,"Lee County, FL",Nov-21,362561,351442,11119,3.10000000
CN1207300000000,12,073,"Leon County, FL",Nov-21,156505,151808,4697,3.00000000
CN1207500000000,12,075,"Levy County, FL",Nov-21,16858,16283,575,3.40000000
CN1207700000000,12,077,"Liberty County, FL",Nov-21,2569,2481,88,3.40000000
CN1207900000000,12,079,"Madison County, FL",Nov-21,7814,7526,288,3.70000000
CN1208100000000,12,081,"Manatee County, FL",Nov-21,186441,181109,5332,2.90000000
CN1208300000000,12,083,"Marion County, FL",Nov-21,142009,136749,5260,3.70000000
CN1208500000000,12,085,"Martin County, FL",Nov-21,74146,72168,1978,2.70000000
CN1208600000000,12,086,"Miami-Dade County, FL",Nov-21,1344253,1299496,44757,3.30000000
CN1208700000000,12,087,"Monroe County, FL",Nov-21,47282,46304,978,2.10000000
CN1208900000000,12,089,"Nassau County, FL",Nov-21,43333,42252,1081,2.50000000
CN1209100000000,12,091,"Okaloosa County, FL",Nov-21,98739,96307,2432,2.50000000
CN1209300000000,12,093,"Okeechobee County, FL",Nov-21,17696,17131,565,3.20000000
CN1209500000000,12,095,"Orange County, FL",Nov-21,759729,732090,27639,3.60000000
CN1209700000000,12,097,"Osceola County, FL",Nov-21,190022,181400,8622,4.50000000
CN1209900000000,12,099,"Palm Beach County, FL",Nov-21,743445,720208,23237,3.10000000
CN1210100000000,12,101,"Pasco County, FL",Nov-21,248622,240533,8089,3.30000000
CN1210300000000,12,103,"Pinellas County, FL",Nov-21,491215,476777,14438,2.90000000
CN1210500000000,12,105,"Polk County, FL",Nov-21,333449,320385,13064,3.90000000
CN1210700000000,12,107,"Putnam County, FL",Nov-21,27206,25924,1282,4.70000000
CN1210900000000,12,109,"St. Johns County, FL",Nov-21,143958,140744,3214,2.20000000
CN1211100000000,12,111,"St. Lucie County, FL",Nov-21,151392,145916,5476,3.60000000
CN1211300000000,12,113,"Santa Rosa County, FL",Nov-21,85960,83735,2225,2.60000000
CN1211500000000,12,115,"Sarasota County, FL",Nov-21,194602,189091,5511,2.80000000
CN1211700000000,12,117,"Seminole County, FL",Nov-21,251629,244159,7470,3.00000000
CN1211900000000,12,119,"Sumter County, FL",Nov-21,35234,33793,1441,4.10000000
CN1212100000000,12,121,"Suwannee County, FL",Nov-21,17295,16726,569,3.30000000
CN1212300000000,12,123,"Taylor County, FL",Nov-21,7958,7663,295,3.70000000
CN1212500000000,12,125,"Union County, FL",Nov-21,4559,4437,122,2.70000000
CN1212700000000,12,127,"Volusia County, FL",Nov-21,257497,248651,8846,3.40000000
CN1212900000000,12,129,"Wakulla County, FL",Nov-21,15746,15373,373,2.40000000
CN1213100000000,12,131,"Walton County, FL",Nov-21,33528,32642,886,2.60000000
CN1213300000000,12,133,"Washington County, FL",Nov-21,9476,9165,311,3.30000000
CN1300100000000,13,001,"Appling County, GA",Nov-21,8954,8702,252,2.80000000
CN1300300000000,13,003,"Atkinson County, GA",Nov-21,4402,4307,95,2.20000000
CN1300500000000,13,005,"Bacon County, GA",Nov-21,4707,4580,127,2.70000000
CN1300700000000,13,007,"Baker County, GA",Nov-21,1111,1064,47,4.20000000
CN1300900000000,13,009,"Baldwin County, GA",Nov-21,17675,17063,612,3.50000000
CN1301100000000,13,011,"Banks County, GA",Nov-21,10297,10089,208,2.00000000
CN1301300000000,13,013,"Barrow County, GA",Nov-21,42773,41805,968,2.30000000
CN1301500000000,13,015,"Bartow County, GA",Nov-21,51890,50547,1343,2.60000000
CN1301700000000,13,017,"Ben Hill County, GA",Nov-21,5464,5258,206,3.80000000
CN1301900000000,13,019,"Berrien County, GA",Nov-21,7651,7441,210,2.70000000
CN1302100000000,13,021,"Bibb County, GA",Nov-21,68429,65996,2433,3.60000000
CN1302300000000,13,023,"Bleckley County, GA",Nov-21,4629,4461,168,3.60000000
CN1302500000000,13,025,"Brantley County, GA",Nov-21,7267,7053,214,2.90000000
CN1302700000000,13,027,"Brooks County, GA",Nov-21,6765,6571,194,2.90000000
CN1302900000000,13,029,"Bryan County, GA",Nov-21,20162,19709,453,2.20000000
CN1303100000000,13,031,"Bulloch County, GA",Nov-21,38239,37103,1136,3.00000000
CN1303300000000,13,033,"Burke County, GA",Nov-21,9038,8627,411,4.50000000
CN1303500000000,13,035,"Butts County, GA",Nov-21,11259,10963,296,2.60000000
CN1303700000000,13,037,"Calhoun County, GA",Nov-21,2204,2139,65,2.90000000
CN1303900000000,13,039,"Camden County, GA",Nov-21,21655,21082,573,2.60000000
CN1304300000000,13,043,"Candler County, GA",Nov-21,5987,5844,143,2.40000000
CN1304500000000,13,045,"Carroll County, GA",Nov-21,56796,55252,1544,2.70000000
CN1304700000000,13,047,"Catoosa County, GA",Nov-21,33894,33138,756,2.20000000
CN1304900000000,13,049,"Charlton County, GA",Nov-21,4954,4820,134,2.70000000
CN1305100000000,13,051,"Chatham County, GA",Nov-21,145042,140496,4546,3.10000000
CN1305300000000,13,053,"Chattahoochee County, GA",Nov-21,1920,1841,79,4.10000000
CN1305500000000,13,055,"Chattooga County, GA",Nov-21,9436,9111,325,3.40000000
CN1305700000000,13,057,"Cherokee County, GA",Nov-21,141792,138851,2941,2.10000000
CN1305900000000,13,059,"Clarke County, GA",Nov-21,60059,58415,1644,2.70000000
CN1306100000000,13,061,"Clay County, GA",Nov-21,847,776,71,8.40000000
CN1306300000000,13,063,"Clayton County, GA",Nov-21,140713,134122,6591,4.70000000
CN1306500000000,13,065,"Clinch County, GA",Nov-21,3006,2935,71,2.40000000
CN1306700000000,13,067,"Cobb County, GA",Nov-21,429138,418696,10442,2.40000000
CN1306900000000,13,069,"Coffee County, GA",Nov-21,18539,17994,545,2.90000000
CN1307100000000,13,071,"Colquitt County, GA",Nov-21,21846,21321,525,2.40000000
CN1307300000000,13,073,"Columbia County, GA",Nov-21,76489,74741,1748,2.30000000
CN1307500000000,13,075,"Cook County, GA",Nov-21,8227,8016,211,2.60000000
CN1307700000000,13,077,"Coweta County, GA",Nov-21,77280,75327,1953,2.50000000
CN1307900000000,13,079,"Crawford County, GA",Nov-21,5591,5424,167,3.00000000
CN1308100000000,13,081,"Crisp County, GA",Nov-21,9551,9121,430,4.50000000
CN1308300000000,13,083,"Dade County, GA",Nov-21,8140,7965,175,2.10000000
CN1308500000000,13,085,"Dawson County, GA",Nov-21,13319,13031,288,2.20000000
CN1308700000000,13,087,"Decatur County, GA",Nov-21,11274,10951,323,2.90000000
CN1308900000000,13,089,"DeKalb County, GA",Nov-21,404402,390993,13409,3.30000000
CN1309100000000,13,091,"Dodge County, GA",Nov-21,7060,6816,244,3.50000000
CN1309300000000,13,093,"Dooly County, GA",Nov-21,4741,4545,196,4.10000000
CN1309500000000,13,095,"Dougherty County, GA",Nov-21,37033,35398,1635,4.40000000
CN1309700000000,13,097,"Douglas County, GA",Nov-21,74795,72403,2392,3.20000000
CN1309900000000,13,099,"Early County, GA",Nov-21,4266,4108,158,3.70000000
CN1310100000000,13,101,"Echols County, GA",Nov-21,1877,1834,43,2.30000000
CN1310300000000,13,103,"Effingham County, GA",Nov-21,33728,32956,772,2.30000000
CN1310500000000,13,105,"Elbert County, GA",Nov-21,7654,7377,277,3.60000000
CN1310700000000,13,107,"Emanuel County, GA",Nov-21,8639,8311,328,3.80000000
CN1310900000000,13,109,"Evans County, GA",Nov-21,5183,5047,136,2.60000000
CN1311100000000,13,111,"Fannin County, GA",Nov-21,11917,11639,278,2.30000000
CN1311300000000,13,113,"Fayette County, GA",Nov-21,59100,57775,1325,2.20000000
CN1311500000000,13,115,"Floyd County, GA",Nov-21,43889,42718,1171,2.70000000
CN1311700000000,13,117,"Forsyth County, GA",Nov-21,129258,126665,2593,2.00000000
CN1311900000000,13,119,"Franklin County, GA",Nov-21,10101,9806,295,2.90000000
CN1312100000000,13,121,"Fulton County, GA",Nov-21,574271,555059,19212,3.30000000
CN1312300000000,13,123,"Gilmer County, GA",Nov-21,12379,12060,319,2.60000000
CN1312500000000,13,125,"Glascock County, GA",Nov-21,1261,1232,29,2.30000000
CN1312700000000,13,127,"Glynn County, GA",Nov-21,39134,38042,1092,2.80000000
CN1312900000000,13,129,"Gordon County, GA",Nov-21,28766,28085,681,2.40000000
CN1313100000000,13,131,"Grady County, GA",Nov-21,10948,10679,269,2.50000000
CN1313300000000,13,133,"Greene County, GA",Nov-21,7167,6957,210,2.90000000
CN1313500000000,13,135,"Gwinnett County, GA",Nov-21,498650,485828,12822,2.60000000
CN1313700000000,13,137,"Habersham County, GA",Nov-21,18520,18011,509,2.70000000
CN1313900000000,13,139,"Hall County, GA",Nov-21,106204,104013,2191,2.10000000
CN1314100000000,13,141,"Hancock County, GA",Nov-21,2489,2368,121,4.90000000
CN1314300000000,13,143,"Haralson County, GA",Nov-21,12917,12578,339,2.60000000
CN1314500000000,13,145,"Harris County, GA",Nov-21,16957,16564,393,2.30000000
CN1314700000000,13,147,"Hart County, GA",Nov-21,11738,11378,360,3.10000000
CN1314900000000,13,149,"Heard County, GA",Nov-21,5292,5139,153,2.90000000
CN1315100000000,13,151,"Henry County, GA",Nov-21,120037,116338,3699,3.10000000
CN1315300000000,13,153,"Houston County, GA",Nov-21,72061,70130,1931,2.70000000
CN1315500000000,13,155,"Irwin County, GA",Nov-21,3545,3424,121,3.40000000
CN1315700000000,13,157,"Jackson County, GA",Nov-21,44873,44047,826,1.80000000
CN1315900000000,13,159,"Jasper County, GA",Nov-21,7145,6974,171,2.40000000
CN1316100000000,13,161,"Jeff Davis County, GA",Nov-21,6016,5837,179,3.00000000
CN1316300000000,13,163,"Jefferson County, GA",Nov-21,6966,6734,232,3.30000000
CN1316500000000,13,165,"Jenkins County, GA",Nov-21,3155,3039,116,3.70000000
CN1316700000000,13,167,"Johnson County, GA",Nov-21,4122,4008,114,2.80000000
CN1316900000000,13,169,"Jones County, GA",Nov-21,13842,13510,332,2.40000000
CN1317100000000,13,171,"Lamar County, GA",Nov-21,8331,8082,249,3.00000000
CN1317300000000,13,173,"Lanier County, GA",Nov-21,3859,3743,116,3.00000000
CN1317500000000,13,175,"Laurens County, GA",Nov-21,19680,19049,631,3.20000000
CN1317700000000,13,177,"Lee County, GA",Nov-21,15190,14822,368,2.40000000
CN1317900000000,13,179,"Liberty County, GA",Nov-21,26314,25525,789,3.00000000
CN1318100000000,13,181,"Lincoln County, GA",Nov-21,3536,3409,127,3.60000000
CN1318300000000,13,183,"Long County, GA",Nov-21,8471,8246,225,2.70000000
CN1318500000000,13,185,"Lowndes County, GA",Nov-21,51778,50276,1502,2.90000000
CN1318700000000,13,187,"Lumpkin County, GA",Nov-21,17670,17302,368,2.10000000
CN1318900000000,13,189,"McDuffie County, GA",Nov-21,8459,8139,320,3.80000000
CN1319100000000,13,191,"McIntosh County, GA",Nov-21,6102,5921,181,3.00000000
CN1319300000000,13,193,"Macon County, GA",Nov-21,4544,4361,183,4.00000000
CN1319500000000,13,195,"Madison County, GA",Nov-21,13855,13514,341,2.50000000
CN1319700000000,13,197,"Marion County, GA",Nov-21,3261,3168,93,2.90000000
CN1319900000000,13,199,"Meriwether County, GA",Nov-21,8934,8595,339,3.80000000
CN1320100000000,13,201,"Miller County, GA",Nov-21,2733,2667,66,2.40000000
CN1320500000000,13,205,"Mitchell County, GA",Nov-21,7996,7698,298,3.70000000
CN1320700000000,13,207,"Monroe County, GA",Nov-21,13298,12983,315,2.40000000
CN1320900000000,13,209,"Montgomery County, GA",Nov-21,3760,3643,117,3.10000000
CN1321100000000,13,211,"Morgan County, GA",Nov-21,9611,9372,239,2.50000000
CN1321300000000,13,213,"Murray County, GA",Nov-21,15433,14958,475,3.10000000
CN1321500000000,13,215,"Muscogee County, GA",Nov-21,76500,73426,3074,4.00000000
CN1321700000000,13,217,"Newton County, GA",Nov-21,53927,52203,1724,3.20000000
CN1321900000000,13,219,"Oconee County, GA",Nov-21,20706,20338,368,1.80000000
CN1322100000000,13,221,"Oglethorpe County, GA",Nov-21,7135,6970,165,2.30000000
CN1322300000000,13,223,"Paulding County, GA",Nov-21,90751,88635,2116,2.30000000
CN1322500000000,13,225,"Peach County, GA",Nov-21,12018,11613,405,3.40000000
CN1322700000000,13,227,"Pickens County, GA",Nov-21,15798,15446,352,2.20000000
